date,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,temperature,humidity,wind_speed,traffic_level,traffic_numeric,location,month,alert,decision
2020-11-27 15:00:00,2376.56,0.4,87.05,18.95,45.78,163.42,209.55,41.04,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Dwarka,11,Normal,Normal
2020-11-27 16:00:00,2296.45,0.08,76.77,26.82,42.44,169.15,215.26,38.51,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Rohini,11,Normal,Normal
2020-11-27 17:00:00,2349.85,0.13,75.4,23.96,40.53,179.28,227.25,32.93,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Saket,11,Normal,Normal
2020-11-27 18:00:00,2189.64,0.17,71.97,21.82,34.33,174.77,219.02,23.31,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Karol Bagh,11,Normal,Normal
2020-11-27 19:00:00,1789.09,0.05,58.95,28.25,25.03,150.44,183.04,13.93,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Lajpat Nagar,11,Normal,Normal
2020-11-27 20:00:00,1401.9,0.0,41.47,40.05,18.6,132.96,156.48,9.75,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Chandni Chowk,11,Normal,Normal
2020-11-27 21:00:00,1228.33,0.0,32.56,45.78,16.45,126.1,144.97,7.79,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Pitampura,11,Normal,Normal
2020-11-27 22:00:00,1161.58,0.0,28.1,47.92,15.5,124.33,140.4,6.59,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Vasant Kunj,11,Normal,Normal
2020-11-27 23:00:00,1148.22,0.0,26.05,50.07,15.5,126.38,140.94,6.21,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Mayur Vihar,11,Normal,Normal
2020-11-28 00:00:00,1188.28,0.0,26.39,52.21,17.41,136.96,151.52,6.52,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Janakpuri,11,Normal,Normal
2020-11-28 01:00:00,1348.5,0.0,32.22,51.5,22.89,158.21,176.16,8.36,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Rajouri Garden,11,Normal,Normal
2020-11-28 02:00:00,1695.63,0.1,47.3,37.91,31.47,185.59,211.46,12.41,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Okhla,11,Normal,Normal
2020-11-28 03:00:00,1895.9,4.36,53.47,32.19,38.62,197.84,228.15,15.71,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Narela,11,Normal,Normal
2020-11-28 04:00:00,1869.2,10.17,45.93,47.92,46.25,192.49,222.35,18.49,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Punjabi Bagh,11,Normal,Normal
2020-11-28 05:00:00,1762.39,10.17,42.16,71.53,52.93,186.49,215.43,20.27,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Hauz Khas,11,Normal,Normal
2020-11-28 06:00:00,1588.82,7.26,37.7,105.86,58.17,174.62,199.38,19.0,6,28.733052039381153,44.0361869895804,11.000254201383985,Low,1,Shahdara,11,Normal,Normal
2020-11-28 07:00:00,1041.41,3.58,23.65,140.19,47.21,110.26,124.43,11.65,7,30.02519577800477,44.25017041581459,12.436673553719007,High,3,Kalkaji,11,Normal,Normal
2020-11-28 08:00:00,867.84,2.57,19.71,154.5,41.49,92.78,103.92,10.26,8,30.54609929078014,42.0564952638701,12.630664857530528,High,3,Patel Nagar,11,Normal,Normal
2020-11-28 09:00:00,867.84,2.15,20.74,165.94,44.82,96.88,108.01,11.15,9,30.800646703219456,37.3083849184018,12.135867884750526,High,3,Connaught Place,11,Normal,Normal
2020-11-28 10:00:00,1735.69,6.31,58.95,123.02,54.36,140.53,166.19,20.52,10,30.67644151565074,41.397626112759646,12.92600598603259,High,3,Anand Vihar,11,Normal,Normal
2020-11-28 11:00:00,3124.24,14.75,116.53,49.35,61.04,204.21,250.82,30.65,11,30.037908496732026,44.09093882891724,11.667490118577074,Medium,2,Dwarka,11,Normal,Normal
2020-11-28 12:00:00,4272.46,42.02,148.06,3.17,62.94,251.13,312.63,38.51,12,28.99619718309859,44.148330750809976,8.383954114148137,Medium,2,Rohini,11,Normal,Normal
2020-11-28 13:00:00,5340.58,76.0,150.8,0.0,66.76,305.95,382.34,49.14,13,27.37256267409471,52.86694531522118,7.725339043540329,Medium,2,Saket,11,Normal,Normal
2020-11-28 14:00:00,5767.82,68.84,150.8,0.0,67.71,351.5,440.0,55.73,14,26.39471544715447,55.378609190727936,6.866541353383458,Medium,2,Karol Bagh,11,Normal,Normal
2020-11-28 15:00:00,5073.55,33.08,142.57,0.2,59.61,341.86,424.77,51.68,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Lajpat Nagar,11,Normal,Normal
2020-11-28 16:00:00,3791.81,2.18,119.27,8.4,50.55,284.08,347.44,42.56,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Chandni Chowk,11,Normal,Normal
2020-11-28 17:00:00,3524.78,0.72,102.82,13.05,45.3,274.87,335.43,40.03,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Pitampura,11,Normal,Normal
2020-11-28 18:00:00,3124.24,0.57,90.48,14.13,35.29,248.69,299.94,32.17,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Vasant Kunj,11,Normal,Normal
2020-11-28 19:00:00,2456.67,0.17,71.97,20.21,23.84,201.74,238.09,20.77,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Mayur Vihar,11,Normal,Normal
2020-11-28 20:00:00,2002.72,0.04,56.21,26.11,19.07,172.07,199.13,14.82,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Janakpuri,11,Normal,Normal
2020-11-28 21:00:00,1735.69,0.03,47.3,28.61,16.93,156.8,179.28,10.89,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Rajouri Garden,11,Normal,Normal
2020-11-28 22:00:00,1562.12,0.02,40.1,31.11,15.97,145.46,164.55,8.11,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Okhla,11,Normal,Normal
2020-11-28 23:00:00,1428.6,0.02,35.99,31.83,15.74,138.33,155.25,6.08,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Narela,11,Normal,Normal
2020-11-29 00:00:00,1321.79,0.03,34.62,33.26,16.21,134.49,150.71,5.07,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Punjabi Bagh,11,Normal,Normal
2020-11-29 01:00:00,1428.6,0.15,42.16,28.25,20.5,144.8,164.06,6.33,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Hauz Khas,11,Normal,Normal
2020-11-29 02:00:00,1895.9,3.55,63.06,10.01,30.52,175.84,205.53,11.02,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Shahdara,11,Normal,Normal
2020-11-29 03:00:00,2429.96,21.23,67.86,9.3,40.05,205.11,244.44,16.21,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Kalkaji,11,Normal,Normal
2020-11-29 04:00:00,2830.51,35.32,69.23,21.46,50.55,229.77,276.06,22.55,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Patel Nagar,11,Normal,Normal
2020-11-29 05:00:00,3150.94,34.87,79.51,40.41,64.85,258.81,311.02,28.88,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Connaught Place,11,Normal,Normal
2020-11-29 06:00:00,3150.94,23.69,87.05,77.96,82.02,277.18,329.15,29.39,6,28.733052039381153,44.0361869895804,11.000254201383985,Low,1,Anand Vihar,11,Normal,Normal
2020-11-29 07:00:00,1428.6,6.87,44.55,141.62,75.34,152.26,174.87,11.27,7,30.02519577800477,44.25017041581459,12.436673553719007,High,3,Dwarka,11,Normal,Normal
2020-11-29 08:00:00,1148.22,4.58,35.64,160.22,66.76,133.28,152.32,8.74,8,30.54609929078014,42.0564952638701,12.630664857530528,High,3,Rohini,11,Normal,Normal
2020-11-29 09:00:00,1121.52,3.74,36.67,170.23,69.62,131.24,150.27,9.25,9,30.800646703219456,37.3083849184018,12.135867884750526,High,3,Saket,11,Normal,Normal
2020-11-29 10:00:00,2296.45,10.95,87.05,107.29,77.25,187.62,226.89,23.05,10,30.67644151565074,41.397626112759646,12.92600598603259,High,3,Karol Bagh,11,Normal,Normal
2020-11-29 11:00:00,4112.24,31.74,150.8,31.11,84.88,274.9,343.04,39.52,11,30.037908496732026,44.09093882891724,11.667490118577074,Medium,2,Lajpat Nagar,11,Normal,Normal
2020-11-29 12:00:00,5714.42,83.15,175.48,1.59,99.18,336.88,425.52,57.25,12,28.99619718309859,44.148330750809976,8.383954114148137,Medium,2,Chandni Chowk,11,Normal,Normal
2020-11-29 13:00:00,7156.37,132.32,180.96,0.0,125.89,404.47,513.61,84.1,13,27.37256267409471,52.86694531522118,7.725339043540329,Medium,2,Pitampura,11,Normal,Normal
2020-11-29 14:00:00,8117.68,151.99,178.22,0.0,143.05,478.35,610.78,107.41,14,26.39471544715447,55.378609190727936,6.866541353383458,Medium,2,Vasant Kunj,11,Normal,Normal
2020-11-29 15:00:00,8331.3,150.2,157.65,0.0,137.33,524.79,672.15,114.5,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Mayur Vihar,11,Normal,Normal
2020-11-29 16:00:00,8331.3,146.63,134.35,0.0,125.89,558.48,709.59,110.45,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Janakpuri,11,Normal,Normal
2020-11-29 17:00:00,8438.11,146.63,119.27,0.0,125.89,592.91,747.75,112.47,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Rajouri Garden,11,Normal,Normal
2020-11-29 18:00:00,8224.49,143.05,109.67,0.0,118.26,586.24,733.62,105.38,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Okhla,11,Normal,Normal
2020-11-29 19:00:00,7263.18,126.96,98.71,0.0,94.41,519.9,641.21,81.06,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Narela,11,Normal,Normal
2020-11-29 20:00:00,6248.47,108.18,86.37,0.0,74.39,463.88,562.84,56.74,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Punjabi Bagh,11,Normal,Normal
2020-11-29 21:00:00,5447.39,88.51,76.08,0.0,58.65,419.38,502.51,39.01,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Hauz Khas,11,Normal,Normal
2020-11-29 22:00:00,4699.71,68.84,70.6,0.0,47.21,377.58,449.55,29.64,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Shahdara,11,Normal,Normal
2020-11-29 23:00:00,4112.24,54.09,69.23,0.0,38.15,337.0,399.7,24.32,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Kalkaji,11,Normal,Normal
2020-11-30 00:00:00,3631.59,47.39,69.23,0.0,31.47,303.61,358.95,19.25,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Patel Nagar,11,Normal,Normal
2020-11-30 01:00:00,3417.97,46.49,70.6,0.0,36.72,279.12,329.89,25.08,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Connaught Place,11,Normal,Normal
2020-11-30 02:00:00,4432.68,80.47,74.71,0.02,51.98,338.53,407.97,36.48,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Anand Vihar,11,Normal,Normal
2020-11-30 03:00:00,5554.2,125.17,74.71,1.48,64.85,393.76,479.03,47.12,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Dwarka,11,Normal,Normal
2020-11-30 04:00:00,5821.23,125.17,87.74,7.15,76.29,406.58,494.57,54.21,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Rohini,11,Normal,Normal
2020-11-30 05:00:00,5874.63,90.3,123.38,23.25,90.6,434.27,525.87,58.77,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Saket,11,Normal,Normal
2020-11-30 06:00:00,5607.61,43.36,153.54,73.67,103.95,460.28,548.96,53.7,6,28.733052039381153,44.0361869895804,11.000254201383985,Low,1,Karol Bagh,11,Normal,Normal
2020-11-30 07:00:00,1976.01,8.16,65.12,164.51,97.28,196.45,226.33,20.77,7,30.02519577800477,44.25017041581459,12.436673553719007,High,3,Lajpat Nagar,11,Normal,Normal
2020-11-30 08:00:00,1495.36,4.69,45.93,188.83,84.88,165.43,187.62,15.07,8,30.54609929078014,42.0564952638701,12.630664857530528,High,3,Chandni Chowk,11,Normal,Normal
2020-11-30 09:00:00,1388.55,3.41,42.84,200.27,83.92,158.8,178.9,14.19,9,30.800646703219456,37.3083849184018,12.135867884750526,High,3,Pitampura,11,Normal,Normal
2020-11-30 10:00:00,2643.59,8.72,100.08,134.47,91.55,221.87,263.85,28.37,10,30.67644151565074,41.397626112759646,12.92600598603259,High,3,Vasant Kunj,11,Normal,Normal
2020-11-30 11:00:00,4806.52,27.72,180.96,39.34,96.32,326.66,403.12,45.09,11,30.037908496732026,44.09093882891724,11.667490118577074,Medium,2,Mayur Vihar,11,Normal,Normal
2020-11-30 12:00:00,6675.72,85.83,205.64,1.81,97.28,402.96,504.58,57.76,12,28.99619718309859,44.148330750809976,8.383954114148137,Medium,2,Janakpuri,11,Normal,Normal
2020-11-30 13:00:00,8331.3,143.05,200.15,0.0,106.81,483.31,610.09,76.0,13,27.37256267409471,52.86694531522118,7.725339043540329,Medium,2,Rajouri Garden,11,Normal,Normal
2020-11-30 14:00:00,9292.6,157.36,180.96,0.0,107.77,563.64,718.37,90.18,14,26.39471544715447,55.378609190727936,6.866541353383458,Medium,2,Okhla,11,Normal,Normal
2020-11-30 15:00:00,9292.6,146.63,156.28,0.0,97.28,613.4,784.89,91.2,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Narela,11,Normal,Normal
2020-11-30 16:00:00,9292.6,134.11,137.09,0.0,84.88,656.52,833.6,73.97,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Punjabi Bagh,11,Normal,Normal
2020-11-30 17:00:00,9399.41,135.9,120.64,0.0,78.2,703.33,887.84,57.25,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Hauz Khas,11,Normal,Normal
2020-11-30 18:00:00,8758.55,128.75,102.82,0.0,61.99,669.44,844.63,37.49,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Shahdara,11,Normal,Normal
2020-11-30 19:00:00,7049.56,106.39,87.74,0.0,41.96,557.39,699.05,20.01,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Kalkaji,11,Normal,Normal
2020-11-30 20:00:00,5767.82,83.15,74.71,0.0,34.81,475.65,585.64,14.57,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Patel Nagar,11,Normal,Normal
2020-11-30 21:00:00,4966.74,67.06,64.43,0.0,32.42,426.25,516.68,13.05,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Connaught Place,11,Normal,Normal
2020-11-30 22:00:00,4379.27,55.43,57.58,0.0,31.47,390.57,467.97,12.16,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Anand Vihar,11,Normal,Normal
2020-11-30 23:00:00,3952.03,46.05,53.47,0.0,29.56,361.58,426.87,10.77,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Dwarka,11,Normal,Normal
2020-12-01 00:00:00,3631.59,41.57,51.41,0.0,29.56,338.08,394.05,10.51,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Rohini,12,Normal,Normal
2020-12-01 01:00:00,3524.78,43.36,54.84,0.0,36.72,328.71,380.96,13.81,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Saket,12,Normal,Normal
2020-12-01 02:00:00,4539.49,76.89,61.69,0.01,51.98,387.82,458.69,21.53,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Karol Bagh,12,Normal,Normal
2020-12-01 03:00:00,5554.2,119.81,65.12,0.94,63.9,438.32,523.15,27.87,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Lajpat Nagar,12,Normal,Normal
